"regionname","date","cases"
"Hong Kong",2020-06-30,1205
"Hubei",2020-06-30,68135
"Hunan",2020-06-30,1019
"Inner Mongolia",2020-06-30,238
"Jiangsu",2020-06-30,654
"Jiangxi",2020-06-30,932
"Jilin",2020-06-30,155
"Liaoning",2020-06-30,155
"Macau",2020-06-30,46
"Ningxia",2020-06-30,75
"Qinghai",2020-06-30,18
"Shaanxi",2020-06-30,320
"Shandong",2020-06-30,792
"Shanghai",2020-06-30,712
"Shanxi",2020-06-30,198
"Sichuan",2020-06-30,595
"Tianjin",2020-06-30,198
"Tibet",2020-06-30,1
"Xinjiang",2020-06-30,76
"Yunnan",2020-06-30,185
"Zhejiang",2020-06-30,1269
"Anhui",2020-07-01,991
"Beijing",2020-07-01,923
"Chongqing",2020-07-01,582
"Fujian",2020-07-01,363
"Gansu",2020-07-01,164
"Guangdong",2020-07-01,1642
"Guangxi",2020-07-01,254
"Guizhou",2020-07-01,147
"Hainan",2020-07-01,171
"Hebei",2020-07-01,349
"Heilongjiang",2020-07-01,947
"Henan",2020-07-01,1276
"Hong Kong",2020-07-01,1233
"Hubei",2020-07-01,68135
"Hunan",2020-07-01,1019
"Inner Mongolia",2020-07-01,238
"Jiangsu",2020-07-01,654
"Jiangxi",2020-07-01,932
"Jilin",2020-07-01,155
"Liaoning",2020-07-01,155
"Macau",2020-07-01,46
"Ningxia",2020-07-01,75
"Qinghai",2020-07-01,18
"Shaanxi",2020-07-01,320
"Shandong",2020-07-01,792
"Shanghai",2020-07-01,713
"Shanxi",2020-07-01,198
"Sichuan",2020-07-01,595
"Tianjin",2020-07-01,198
"Tibet",2020-07-01,1
"Xinjiang",2020-07-01,76
"Yunnan",2020-07-01,185
"Zhejiang",2020-07-01,1269
"Anhui",2020-07-02,991
"Beijing",2020-07-02,925
"Chongqing",2020-07-02,582
"Fujian",2020-07-02,363
"Gansu",2020-07-02,164
"Guangdong",2020-07-02,1642
"Guangxi",2020-07-02,254
"Guizhou",2020-07-02,147
"Hainan",2020-07-02,171
"Hebei",2020-07-02,349
"Heilongjiang",2020-07-02,947
"Henan",2020-07-02,1276
"Hong Kong",2020-07-02,1242
"Hubei",2020-07-02,68135
"Hunan",2020-07-02,1019
"Inner Mongolia",2020-07-02,238
"Jiangsu",2020-07-02,654
"Jiangxi",2020-07-02,932
"Jilin",2020-07-02,155
"Liaoning",2020-07-02,156
"Macau",2020-07-02,46
"Ningxia",2020-07-02,75
"Qinghai",2020-07-02,18
"Shaanxi",2020-07-02,320
"Shandong",2020-07-02,792
"Shanghai",2020-07-02,714
"Shanxi",2020-07-02,198
"Sichuan",2020-07-02,595
"Tianjin",2020-07-02,198
"Tibet",2020-07-02,1
"Xinjiang",2020-07-02,76
"Yunnan",2020-07-02,186
"Zhejiang",2020-07-02,1269
"Anhui",2020-07-03,991
"Beijing",2020-07-03,926
"Chongqing",2020-07-03,582
"Fujian",2020-07-03,363
"Gansu",2020-07-03,164
"Guangdong",2020-07-03,1643
"Guangxi",2020-07-03,254
"Guizhou",2020-07-03,147
"Hainan",2020-07-03,171
"Hebei",2020-07-03,349
"Heilongjiang",2020-07-03,947
"Henan",2020-07-03,1276
"Hong Kong",2020-07-03,1247
"Hubei",2020-07-03,68135
"Hunan",2020-07-03,1019
"Inner Mongolia",2020-07-03,238
"Jiangsu",2020-07-03,654
"Jiangxi",2020-07-03,932
"Jilin",2020-07-03,155
"Liaoning",2020-07-03,156
"Macau",2020-07-03,46
"Ningxia",2020-07-03,75
"Qinghai",2020-07-03,18
"Shaanxi",2020-07-03,320
"Shandong",2020-07-03,792
"Shanghai",2020-07-03,715
"Shanxi",2020-07-03,198
"Sichuan",2020-07-03,595
"Tianjin",2020-07-03,198
"Tibet",2020-07-03,1
"Xinjiang",2020-07-03,76
"Yunnan",2020-07-03,186
"Zhejiang",2020-07-03,1269
"Anhui",2020-07-04,991
"Beijing",2020-07-04,928
"Chongqing",2020-07-04,582
"Fujian",2020-07-04,363
"Gansu",2020-07-04,167
"Guangdong",2020-07-04,1643
"Guangxi",2020-07-04,254
"Guizhou",2020-07-04,147
"Hainan",2020-07-04,171
"Hebei",2020-07-04,349
"Heilongjiang",2020-07-04,947
"Henan",2020-07-04,1276
"Hong Kong",2020-07-04,1258
"Hubei",2020-07-04,68135
"Hunan",2020-07-04,1019
"Inner Mongolia",2020-07-04,238
"Jiangsu",2020-07-04,654
"Jiangxi",2020-07-04,932
"Jilin",2020-07-04,155
"Liaoning",2020-07-04,156
"Macau",2020-07-04,46
"Ningxia",2020-07-04,75
"Qinghai",2020-07-04,18
"Shaanxi",2020-07-04,320
"Shandong",2020-07-04,792
"Shanghai",2020-07-04,716
"Shanxi",2020-07-04,198
"Sichuan",2020-07-04,596
"Tianjin",2020-07-04,199
"Tibet",2020-07-04,1
"Xinjiang",2020-07-04,76
"Yunnan",2020-07-04,186
"Zhejiang",2020-07-04,1269
"Anhui",2020-07-05,991
"Beijing",2020-07-05,929
"Chongqing",2020-07-05,582
"Fujian",2020-07-05,363
"Gansu",2020-07-05,167
"Guangdong",2020-07-05,1643
"Guangxi",2020-07-05,254
"Guizhou",2020-07-05,147
"Hainan",2020-07-05,171
"Hebei",2020-07-05,349
"Heilongjiang",2020-07-05,947
"Henan",2020-07-05,1276
"Hong Kong",2020-07-05,1268
"Hubei",2020-07-05,68135
"Hunan",2020-07-05,1019
"Inner Mongolia",2020-07-05,239
"Jiangsu",2020-07-05,654
"Jiangxi",2020-07-05,932
"Jilin",2020-07-05,155
"Liaoning",2020-07-05,157
"Macau",2020-07-05,46
"Ningxia",2020-07-05,75
"Qinghai",2020-07-05,18
"Shaanxi",2020-07-05,321
"Shandong",2020-07-05,792
"Shanghai",2020-07-05,716
"Shanxi",2020-07-05,198
"Sichuan",2020-07-05,596
"Tianjin",2020-07-05,199
"Tibet",2020-07-05,1
"Xinjiang",2020-07-05,76
"Yunnan",2020-07-05,186
"Zhejiang",2020-07-05,1269
"Anhui",2020-07-06,991
"Beijing",2020-07-06,929
"Chongqing",2020-07-06,582
"Fujian",2020-07-06,363
"Gansu",2020-07-06,167
"Guangdong",2020-07-06,1643
"Guangxi",2020-07-06,254
"Guizhou",2020-07-06,147
"Hainan",2020-07-06,171
"Hebei",2020-07-06,349
"Heilongjiang",2020-07-06,947
"Henan",2020-07-06,1276
"Hong Kong",2020-07-06,1285
"Hubei",2020-07-06,68135
"Hunan",2020-07-06,1019
"Inner Mongolia",2020-07-06,240
"Jiangsu",2020-07-06,654
"Jiangxi",2020-07-06,932
"Jilin",2020-07-06,155
"Liaoning",2020-07-06,157
"Macau",2020-07-06,46
"Ningxia",2020-07-06,75
"Qinghai",2020-07-06,18
"Shaanxi",2020-07-06,321
"Shandong",2020-07-06,792
"Shanghai",2020-07-06,716
"Shanxi",2020-07-06,198
"Sichuan",2020-07-06,596
"Tianjin",2020-07-06,199
"Tibet",2020-07-06,1
"Xinjiang",2020-07-06,76
"Yunnan",2020-07-06,186
"Zhejiang",2020-07-06,1269
"Anhui",2020-07-07,991
"Beijing",2020-07-07,929
"Chongqing",2020-07-07,582
"Fujian",2020-07-07,363
"Gansu",2020-07-07,167
"Guangdong",2020-07-07,1645
"Guangxi",2020-07-07,254
"Guizhou",2020-07-07,147
"Hainan",2020-07-07,171
"Hebei",2020-07-07,349
"Heilongjiang",2020-07-07,947
"Henan",2020-07-07,1276
"Hong Kong",2020-07-07,1299
"Hubei",2020-07-07,68135
"Hunan",2020-07-07,1019
"Inner Mongolia",2020-07-07,244
"Jiangsu",2020-07-07,654
"Jiangxi",2020-07-07,932
"Jilin",2020-07-07,155
"Liaoning",2020-07-07,159
"Macau",2020-07-07,46
"Ningxia",2020-07-07,75
"Qinghai",2020-07-07,18
"Shaanxi",2020-07-07,321
"Shandong",2020-07-07,792
"Shanghai",2020-07-07,718
"Shanxi",2020-07-07,199
"Sichuan",2020-07-07,598
"Tianjin",2020-07-07,199
"Tibet",2020-07-07,1
"Xinjiang",2020-07-07,76
"Yunnan",2020-07-07,187
"Zhejiang",2020-07-07,1269
"Anhui",2020-07-08,991
"Beijing",2020-07-08,929
"Chongqing",2020-07-08,582
"Fujian",2020-07-08,363
"Gansu",2020-07-08,167
"Guangdong",2020-07-08,1647
"Guangxi",2020-07-08,254
"Guizhou",2020-07-08,147
"Hainan",2020-07-08,171
"Hebei",2020-07-08,349
"Heilongjiang",2020-07-08,947
"Henan",2020-07-08,1276
"Hong Kong",2020-07-08,1323
"Hubei",2020-07-08,68135
"Hunan",2020-07-08,1019
"Inner Mongolia",2020-07-08,244
"Jiangsu",2020-07-08,654
"Jiangxi",2020-07-08,932
"Jilin",2020-07-08,155
"Liaoning",2020-07-08,162
"Macau",2020-07-08,46
"Ningxia",2020-07-08,75
"Qinghai",2020-07-08,18
"Shaanxi",2020-07-08,321
"Shandong",2020-07-08,792
"Shanghai",2020-07-08,721
"Shanxi",2020-07-08,199
"Sichuan",2020-07-08,599
"Tianjin",2020-07-08,199
"Tibet",2020-07-08,1
"Xinjiang",2020-07-08,76
"Yunnan",2020-07-08,187
"Zhejiang",2020-07-08,1269
"Anhui",2020-07-09,991
"Beijing",2020-07-09,929
"Chongqing",2020-07-09,582
"Fujian",2020-07-09,363
"Gansu",2020-07-09,167
"Guangdong",2020-07-09,1647
"Guangxi",2020-07-09,254
"Guizhou",2020-07-09,147
"Hainan",2020-07-09,171
"Hebei",2020-07-09,349
"Heilongjiang",2020-07-09,947
"Henan",2020-07-09,1276
"Hong Kong",2020-07-09,1365
"Hubei",2020-07-09,68135
"Hunan",2020-07-09,1019
"Inner Mongolia",2020-07-09,244
"Jiangsu",2020-07-09,654
"Jiangxi",2020-07-09,932
"Jilin",2020-07-09,155
"Liaoning",2020-07-09,162
"Macau",2020-07-09,46
"Ningxia",2020-07-09,75
"Qinghai",2020-07-09,18
"Shaanxi",2020-07-09,321
"Shandong",2020-07-09,792
"Shanghai",2020-07-09,721
"Shanxi",2020-07-09,199
"Sichuan",2020-07-09,599
"Tianjin",2020-07-09,199
"Tibet",2020-07-09,1
"Xinjiang",2020-07-09,76
"Yunnan",2020-07-09,187
"Zhejiang",2020-07-09,1269
"Anhui",2020-07-10,991
"Beijing",2020-07-10,929
"Chongqing",2020-07-10,582
"Fujian",2020-07-10,363
"Gansu",2020-07-10,167
"Guangdong",2020-07-10,1647
"Guangxi",2020-07-10,254
"Guizhou",2020-07-10,147
"Hainan",2020-07-10,171
"Hebei",2020-07-10,349
"Heilongjiang",2020-07-10,947
"Henan",2020-07-10,1276
"Hong Kong",2020-07-10,1403
"Hubei",2020-07-10,68135
"Hunan",2020-07-10,1019
"Inner Mongolia",2020-07-10,244
"Jiangsu",2020-07-10,654
"Jiangxi",2020-07-10,932
"Jilin",2020-07-10,155
"Liaoning",2020-07-10,162
"Macau",2020-07-10,46
"Ningxia",2020-07-10,75
"Qinghai",2020-07-10,18
"Shaanxi",2020-07-10,321
"Shandong",2020-07-10,792
"Shanghai",2020-07-10,721
"Shanxi",2020-07-10,199
"Sichuan",2020-07-10,599
"Tianjin",2020-07-10,199
"Tibet",2020-07-10,1
"Xinjiang",2020-07-10,76
"Yunnan",2020-07-10,187
"Zhejiang",2020-07-10,1269
"Anhui",2020-07-11,991
"Beijing",2020-07-11,929
"Chongqing",2020-07-11,582
"Fujian",2020-07-11,363
"Gansu",2020-07-11,167
"Guangdong",2020-07-11,1648
"Guangxi",2020-07-11,254
"Guizhou",2020-07-11,147
"Hainan",2020-07-11,171
"Hebei",2020-07-11,349
"Heilongjiang",2020-07-11,947
"Henan",2020-07-11,1276
"Hong Kong",2020-07-11,1431
"Hubei",2020-07-11,68135
"Hunan",2020-07-11,1019
"Inner Mongolia",2020-07-11,245
"Jiangsu",2020-07-11,654
"Jiangxi",2020-07-11,932
"Jilin",2020-07-11,155
"Liaoning",2020-07-11,164
"Macau",2020-07-11,46
"Ningxia",2020-07-11,75
"Qinghai",2020-07-11,18
"Shaanxi",2020-07-11,321
"Shandong",2020-07-11,792
"Shanghai",2020-07-11,724
"Shanxi",2020-07-11,200
"Sichuan",2020-07-11,599
"Tianjin",2020-07-11,203
"Tibet",2020-07-11,1
"Xinjiang",2020-07-11,76
"Yunnan",2020-07-11,187
"Zhejiang",2020-07-11,1270
"Anhui",2020-07-12,991
"Beijing",2020-07-12,929
"Chongqing",2020-07-12,582
"Fujian",2020-07-12,363
"Gansu",2020-07-12,167
"Guangdong",2020-07-12,1650
"Guangxi",2020-07-12,254
"Guizhou",2020-07-12,147
"Hainan",2020-07-12,171
"Hebei",2020-07-12,349
"Heilongjiang",2020-07-12,947
"Henan",2020-07-12,1276
"Hong Kong",2020-07-12,1469
"Hubei",2020-07-12,68135
"Hunan",2020-07-12,1019
"Inner Mongolia",2020-07-12,249
"Jiangsu",2020-07-12,654
"Jiangxi",2020-07-12,932
"Jilin",2020-07-12,155
"Liaoning",2020-07-12,164
"Macau",2020-07-12,46
"Ningxia",2020-07-12,75
"Qinghai",2020-07-12,18
"Shaanxi",2020-07-12,321
"Shandong",2020-07-12,793
"Shanghai",2020-07-12,725
"Shanxi",2020-07-12,200
"Sichuan",2020-07-12,599
"Tianjin",2020-07-12,203
"Tibet",2020-07-12,1
"Xinjiang",2020-07-12,76
"Yunnan",2020-07-12,187
"Zhejiang",2020-07-12,1270
"Anhui",2020-07-13,991
"Beijing",2020-07-13,929
"Chongqing",2020-07-13,582
"Fujian",2020-07-13,363
"Gansu",2020-07-13,167
"Guangdong",2020-07-13,1650
"Guangxi",2020-07-13,254
"Guizhou",2020-07-13,147
"Hainan",2020-07-13,171
"Hebei",2020-07-13,349
"Heilongjiang",2020-07-13,947
"Henan",2020-07-13,1276
"Hong Kong",2020-07-13,1521
"Hubei",2020-07-13,68135
"Hunan",2020-07-13,1019
"Inner Mongolia",2020-07-13,249
"Jiangsu",2020-07-13,654
"Jiangxi",2020-07-13,932
"Jilin",2020-07-13,155
"Liaoning",2020-07-13,164
"Macau",2020-07-13,46
"Ningxia",2020-07-13,75
"Qinghai",2020-07-13,18
"Shaanxi",2020-07-13,321
"Shandong",2020-07-13,793
"Shanghai",2020-07-13,725
"Shanxi",2020-07-13,200
"Sichuan",2020-07-13,599
"Tianjin",2020-07-13,203
"Tibet",2020-07-13,1
"Xinjiang",2020-07-13,76
"Yunnan",2020-07-13,187
"Zhejiang",2020-07-13,1270
"Anhui",2020-07-14,991
"Beijing",2020-07-14,929
"Chongqing",2020-07-14,583
"Fujian",2020-07-14,363
"Gansu",2020-07-14,167
"Guangdong",2020-07-14,1650
"Guangxi",2020-07-14,254
"Guizhou",2020-07-14,147
"Hainan",2020-07-14,171
"Hebei",2020-07-14,349
"Heilongjiang",2020-07-14,947
"Henan",2020-07-14,1276
"Hong Kong",2020-07-14,1569
"Hubei",2020-07-14,68135
"Hunan",2020-07-14,1019
"Inner Mongolia",2020-07-14,249
"Jiangsu",2020-07-14,654
"Jiangxi",2020-07-14,932
"Jilin",2020-07-14,155
"Liaoning",2020-07-14,164
"Macau",2020-07-14,46
"Ningxia",2020-07-14,75
"Qinghai",2020-07-14,18
"Shaanxi",2020-07-14,321
"Shandong",2020-07-14,793
"Shanghai",2020-07-14,731
"Shanxi",2020-07-14,201
"Sichuan",2020-07-14,599
"Tianjin",2020-07-14,203
"Tibet",2020-07-14,1
"Xinjiang",2020-07-14,76
"Yunnan",2020-07-14,188
"Zhejiang",2020-07-14,1270
"Anhui",2020-07-15,991
"Beijing",2020-07-15,929
"Chongqing",2020-07-15,583
"Fujian",2020-07-15,363
"Gansu",2020-07-15,167
"Guangdong",2020-07-15,1650
"Guangxi",2020-07-15,254
"Guizhou",2020-07-15,147
"Hainan",2020-07-15,171
"Hebei",2020-07-15,349
"Heilongjiang",2020-07-15,947
"Henan",2020-07-15,1276
"Hong Kong",2020-07-15,1588
"Hubei",2020-07-15,68135
"Hunan",2020-07-15,1019
"Inner Mongolia",2020-07-15,249
"Jiangsu",2020-07-15,654
"Jiangxi",2020-07-15,932
"Jilin",2020-07-15,155
"Liaoning",2020-07-15,164
"Macau",2020-07-15,46
"Ningxia",2020-07-15,75
"Qinghai",2020-07-15,18
"Shaanxi",2020-07-15,321
"Shandong",2020-07-15,793
"Shanghai",2020-07-15,732
"Shanxi",2020-07-15,201
"Sichuan",2020-07-15,599
"Tianjin",2020-07-15,203
"Tibet",2020-07-15,1
"Xinjiang",2020-07-15,76
"Yunnan",2020-07-15,188
"Zhejiang",2020-07-15,1270
"Anhui",2020-07-16,991
"Beijing",2020-07-16,929
"Chongqing",2020-07-16,583
"Fujian",2020-07-16,363
"Gansu",2020-07-16,167
"Guangdong",2020-07-16,1654
"Guangxi",2020-07-16,255
"Guizhou",2020-07-16,147
"Hainan",2020-07-16,171
"Hebei",2020-07-16,349
"Heilongjiang",2020-07-16,947
"Henan",2020-07-16,1276
"Hong Kong",2020-07-16,1655
"Hubei",2020-07-16,68135
"Hunan",2020-07-16,1019
"Inner Mongolia",2020-07-16,249
"Jiangsu",2020-07-16,654
"Jiangxi",2020-07-16,932
"Jilin",2020-07-16,155
"Liaoning",2020-07-16,164
"Macau",2020-07-16,46
"Ningxia",2020-07-16,75
"Qinghai",2020-07-16,18
"Shaanxi",2020-07-16,322
"Shandong",2020-07-16,794
"Shanghai",2020-07-16,733
"Shanxi",2020-07-16,201
"Sichuan",2020-07-16,599
"Tianjin",2020-07-16,203
"Tibet",2020-07-16,1
"Xinjiang",2020-07-16,82
"Yunnan",2020-07-16,188
"Zhejiang",2020-07-16,1270
"Anhui",2020-07-17,991
"Beijing",2020-07-17,929
"Chongqing",2020-07-17,583
"Fujian",2020-07-17,364
"Gansu",2020-07-17,167
"Guangdong",2020-07-17,1657
"Guangxi",2020-07-17,255
"Guizhou",2020-07-17,147
"Hainan",2020-07-17,171
"Hebei",2020-07-17,349
"Heilongjiang",2020-07-17,947
"Henan",2020-07-17,1276
"Hong Kong",2020-07-17,1713
"Hubei",2020-07-17,68135
"Hunan",2020-07-17,1019
"Inner Mongolia",2020-07-17,249
"Jiangsu",2020-07-17,654
"Jiangxi",2020-07-17,932
"Jilin",2020-07-17,155
"Liaoning",2020-07-17,164
"Macau",2020-07-17,46
"Ningxia",2020-07-17,75
"Qinghai",2020-07-17,18
"Shaanxi",2020-07-17,322
"Shandong",2020-07-17,796
"Shanghai",2020-07-17,733
"Shanxi",2020-07-17,201
"Sichuan",2020-07-17,599
"Tianjin",2020-07-17,203
"Tibet",2020-07-17,1
"Xinjiang",2020-07-17,93
"Yunnan",2020-07-17,188
"Zhejiang",2020-07-17,1270
"Anhui",2020-07-18,991
"Beijing",2020-07-18,929
"Chongqing",2020-07-18,583
"Fujian",2020-07-18,364
"Gansu",2020-07-18,167
"Guangdong",2020-07-18,1659
"Guangxi",2020-07-18,255
"Guizhou",2020-07-18,147
"Hainan",2020-07-18,171
"Hebei",2020-07-18,349
"Heilongjiang",2020-07-18,947
"Henan",2020-07-18,1276
"Hong Kong",2020-07-18,1777
"Hubei",2020-07-18,68135
"Hunan",2020-07-18,1019
"Inner Mongolia",2020-07-18,249
"Jiangsu",2020-07-18,654
"Jiangxi",2020-07-18,932
"Jilin",2020-07-18,155
"Liaoning",2020-07-18,164
"Macau",2020-07-18,46
"Ningxia",2020-07-18,75
"Qinghai",2020-07-18,18
"Shaanxi",2020-07-18,322
"Shandong",2020-07-18,797
"Shanghai",2020-07-18,733
"Shanxi",2020-07-18,201
"Sichuan",2020-07-18,599
"Tianjin",2020-07-18,203
"Tibet",2020-07-18,1
"Xinjiang",2020-07-18,106
"Yunnan",2020-07-18,188
"Zhejiang",2020-07-18,1270
"Anhui",2020-07-19,991
"Beijing",2020-07-19,929
"Chongqing",2020-07-19,583
"Fujian",2020-07-19,364
"Gansu",2020-07-19,167
"Guangdong",2020-07-19,1659
"Guangxi",2020-07-19,255
"Guizhou",2020-07-19,147
"Hainan",2020-07-19,171
"Hebei",2020-07-19,349
"Heilongjiang",2020-07-19,947
"Henan",2020-07-19,1276
"Hong Kong",2020-07-19,1885
"Hubei",2020-07-19,68135
"Hunan",2020-07-19,1019
"Inner Mongolia",2020-07-19,249
"Jiangsu",2020-07-19,654
"Jiangxi",2020-07-19,932
"Jilin",2020-07-19,155
"Liaoning",2020-07-19,164
"Macau",2020-07-19,46
"Ningxia",2020-07-19,75
"Qinghai",2020-07-19,18
"Shaanxi",2020-07-19,322
"Shandong",2020-07-19,798
"Shanghai",2020-07-19,733
"Shanxi",2020-07-19,201
"Sichuan",2020-07-19,602
"Tianjin",2020-07-19,203
"Tibet",2020-07-19,1
"Xinjiang",2020-07-19,123
"Yunnan",2020-07-19,188
"Zhejiang",2020-07-19,1270
"Anhui",2020-07-20,991
"Beijing",2020-07-20,929
"Chongqing",2020-07-20,583
"Fujian",2020-07-20,364
"Gansu",2020-07-20,167
"Guangdong",2020-07-20,1659
"Guangxi",2020-07-20,255
"Guizhou",2020-07-20,147
"Hainan",2020-07-20,171
"Hebei",2020-07-20,349
"Heilongjiang",2020-07-20,947
"Henan",2020-07-20,1276
"Hong Kong",2020-07-20,1958
"Hubei",2020-07-20,68135
"Hunan",2020-07-20,1019
"Inner Mongolia",2020-07-20,249
"Jiangsu",2020-07-20,654
"Jiangxi",2020-07-20,932
"Jilin",2020-07-20,155
"Liaoning",2020-07-20,164
"Macau",2020-07-20,46
"Ningxia",2020-07-20,75
"Qinghai",2020-07-20,18
"Shaanxi",2020-07-20,322
"Shandong",2020-07-20,798
"Shanghai",2020-07-20,735
"Shanxi",2020-07-20,201
"Sichuan",2020-07-20,603
"Tianjin",2020-07-20,203
"Tibet",2020-07-20,1
"Xinjiang",2020-07-20,131
"Yunnan",2020-07-20,188
"Zhejiang",2020-07-20,1270
"Anhui",2020-07-21,991
"Beijing",2020-07-21,929
"Chongqing",2020-07-21,583
"Fujian",2020-07-21,364
"Gansu",2020-07-21,167
"Guangdong",2020-07-21,1661
"Guangxi",2020-07-21,255
"Guizhou",2020-07-21,147
"Hainan",2020-07-21,171
"Hebei",2020-07-21,349
"Heilongjiang",2020-07-21,947
"Henan",2020-07-21,1276
"Hong Kong",2020-07-21,2018
"Hubei",2020-07-21,68135
"Hunan",2020-07-21,1019
"Inner Mongolia",2020-07-21,249
"Jiangsu",2020-07-21,654
"Jiangxi",2020-07-21,932
"Jilin",2020-07-21,155
"Liaoning",2020-07-21,164
"Macau",2020-07-21,46
"Ningxia",2020-07-21,75
"Qinghai",2020-07-21,18
"Shaanxi",2020-07-21,322
"Shandong",2020-07-21,798
"Shanghai",2020-07-21,737
"Shanxi",2020-07-21,201
"Sichuan",2020-07-21,603
"Tianjin",2020-07-21,203
"Tibet",2020-07-21,1
"Xinjiang",2020-07-21,140
"Yunnan",2020-07-21,188
"Zhejiang",2020-07-21,1270
"Anhui",2020-07-22,991
"Beijing",2020-07-22,929
"Chongqing",2020-07-22,583
"Fujian",2020-07-22,364
"Gansu",2020-07-22,167
"Guangdong",2020-07-22,1662
"Guangxi",2020-07-22,255
"Guizhou",2020-07-22,147
"Hainan",2020-07-22,171
"Hebei",2020-07-22,349
"Heilongjiang",2020-07-22,947
"Henan",2020-07-22,1276
"Hong Kong",2020-07-22,2131
"Hubei",2020-07-22,68135
"Hunan",2020-07-22,1019
"Inner Mongolia",2020-07-22,250
"Jiangsu",2020-07-22,655
"Jiangxi",2020-07-22,932
"Jilin",2020-07-22,155
"Liaoning",2020-07-22,165
"Macau",2020-07-22,46
"Ningxia",2020-07-22,75
"Qinghai",2020-07-22,18
"Shaanxi",2020-07-22,323
"Shandong",2020-07-22,798
"Shanghai",2020-07-22,738
"Shanxi",2020-07-22,201
"Sichuan",2020-07-22,603
"Tianjin",2020-07-22,203
"Tibet",2020-07-22,1
"Xinjiang",2020-07-22,158
"Yunnan",2020-07-22,189
"Zhejiang",2020-07-22,1270
"Anhui",2020-07-23,991
"Beijing",2020-07-23,929
"Chongqing",2020-07-23,583
"Fujian",2020-07-23,364
"Gansu",2020-07-23,167
"Guangdong",2020-07-23,1667
"Guangxi",2020-07-23,255
"Guizhou",2020-07-23,147
"Hainan",2020-07-23,171
"Hebei",2020-07-23,349
"Heilongjiang",2020-07-23,947
"Henan",2020-07-23,1276
"Hong Kong",2020-07-23,2249
"Hubei",2020-07-23,68135
"Hunan",2020-07-23,1019
"Inner Mongolia",2020-07-23,250
"Jiangsu",2020-07-23,655
"Jiangxi",2020-07-23,932
"Jilin",2020-07-23,155
"Liaoning",2020-07-23,167
"Macau",2020-07-23,46
"Ningxia",2020-07-23,75
"Qinghai",2020-07-23,18
"Shaanxi",2020-07-23,323
"Shandong",2020-07-23,798
"Shanghai",2020-07-23,739
"Shanxi",2020-07-23,201
"Sichuan",2020-07-23,603
"Tianjin",2020-07-23,203
"Tibet",2020-07-23,1
"Xinjiang",2020-07-23,171
"Yunnan",2020-07-23,189
"Zhejiang",2020-07-23,1270
"Anhui",2020-07-24,991
"Beijing",2020-07-24,929
"Chongqing",2020-07-24,583
"Fujian",2020-07-24,364
"Gansu",2020-07-24,167
"Guangdong",2020-07-24,1669
"Guangxi",2020-07-24,255
"Guizhou",2020-07-24,147
"Hainan",2020-07-24,171
"Hebei",2020-07-24,349
"Heilongjiang",2020-07-24,947
"Henan",2020-07-24,1276
"Hong Kong",2020-07-24,2372
"Hubei",2020-07-24,68135
"Hunan",2020-07-24,1019
"Inner Mongolia",2020-07-24,251
"Jiangsu",2020-07-24,655
"Jiangxi",2020-07-24,932
"Jilin",2020-07-24,155
"Liaoning",2020-07-24,176
"Macau",2020-07-24,46
"Ningxia",2020-07-24,75
"Qinghai",2020-07-24,18
"Shaanxi",2020-07-24,323
"Shandong",2020-07-24,798
"Shanghai",2020-07-24,741
"Shanxi",2020-07-24,201
"Sichuan",2020-07-24,603
"Tianjin",2020-07-24,203
"Tibet",2020-07-24,1
"Xinjiang",2020-07-24,191
"Yunnan",2020-07-24,189
"Zhejiang",2020-07-24,1270
"Anhui",2020-07-25,991
"Beijing",2020-07-25,929
"Chongqing",2020-07-25,583
"Fujian",2020-07-25,365
"Gansu",2020-07-25,167
"Guangdong",2020-07-25,1672
"Guangxi",2020-07-25,255
"Guizhou",2020-07-25,147
"Hainan",2020-07-25,171
"Hebei",2020-07-25,349
"Heilongjiang",2020-07-25,947
"Henan",2020-07-25,1276
"Hong Kong",2020-07-25,2505
"Hubei",2020-07-25,68135
"Hunan",2020-07-25,1019
"Inner Mongolia",2020-07-25,256
"Jiangsu",2020-07-25,655
"Jiangxi",2020-07-25,932
"Jilin",2020-07-25,155
"Liaoning",2020-07-25,189
"Macau",2020-07-25,46
"Ningxia",2020-07-25,75
"Qinghai",2020-07-25,18
"Shaanxi",2020-07-25,323
"Shandong",2020-07-25,799
"Shanghai",2020-07-25,741
"Shanxi",2020-07-25,201
"Sichuan",2020-07-25,603
"Tianjin",2020-07-25,204
"Tibet",2020-07-25,1
"Xinjiang",2020-07-25,213
"Yunnan",2020-07-25,189
"Zhejiang",2020-07-25,1270
"Anhui",2020-07-26,991
"Beijing",2020-07-26,929
"Chongqing",2020-07-26,583
"Fujian",2020-07-26,366
"Gansu",2020-07-26,167
"Guangdong",2020-07-26,1672
"Guangxi",2020-07-26,255
"Guizhou",2020-07-26,147
"Hainan",2020-07-26,171
"Hebei",2020-07-26,349
"Heilongjiang",2020-07-26,947
"Henan",2020-07-26,1276
"Hong Kong",2020-07-26,2633
"Hubei",2020-07-26,68135
"Hunan",2020-07-26,1019
"Inner Mongolia",2020-07-26,258
"Jiangsu",2020-07-26,655
"Jiangxi",2020-07-26,932
"Jilin",2020-07-26,157
"Liaoning",2020-07-26,203
"Macau",2020-07-26,46
"Ningxia",2020-07-26,75
"Qinghai",2020-07-26,18
"Shaanxi",2020-07-26,323
